verbs
apaisier
apanager
apareiller
apareillier
aparellier
aparillier
aparler
aparoler
apeler
apeurer
apiquer
apitoyer
apocoper
apoiier
apointier
aponter
aporter
apostasier
aposter
apostiller
apostropher
apothéoser
appairer
appareiller
apparenter
apparier
appâter
appeler
appeller
appertiser
appéter
appetisser
applier
appliquer
appointer
apponter
apporter
apposer
apprécier
appréhender
apprêter
apprivoiser
approcher
approprier
approuchier
approuvender
approuver
approvisionner
approximer
appuier
appuyer
aprester
aprismer
aprocher
aprochier
aproismier
aprovender
apruichier
apuier
apurer
apuyer
aquareller
aquintier
aquiter
aquitter
arabiser
aracher
arachier
araisnier
arangier
araser
arbitrer
arborer
arboriser
arc-bouter
arcbouter
archaïser
architecturer
archiver
ardoiser
arester
argenter
arguer
argüer
argumenter
arimer
ariser
ariver
armer
armoier
armorier
arnaquer
aromatiser
arouser
arpéger
arpenter
arquer
arracher
arrachier
arraisonner
arranger
arrengier
arrenter
arrérager
arrester
arreter
arrher
arriérer
arrimer
arriser
arriver
arrocher
arroger
arroier
arroser
articuler
artificialiser
ascensionner
asembler
asemler
aseptiser
aseürer
asperger
asphalter
asphyxier
aspirer
asproier
assaisonner
assarmenter
assassiner
assécher
asseger
assegier
assembler
assener
asséner
assercher
assermenter
asserter
asseürer
asseurer
assibiler
assiéger
assieger
assigner
assimiler
assister
associer
assoiler
assoler
assommer
assonancer
assoner
assumer
assurer
asticoter
astiquer
atacher
atachier
atalanter
atargier
atempter
aterminer
atermoyer
atirer
atirier
atochier
atomiser
atorner
atourner
atranprer
atrophier
attabler
attacher
attaquer
attarder
atteler
attenter
atténuer
atterrer
attester
attifer
attiger
attirer
attiser
attraper
attribuer
attriquer
attrister
attrouper
atucher
aturner
auditer
auditionner
auger
augmenter
augurer
auleguer
aumosner
auner
auréoler
aurifier
ausculter
auser
authentifier
authentiquer
autoanalyser
autocorriger
autofinancer
autogérer
autographier
automatiser
automesurer
automutiler
autonomiser
autopiloter
autoproclamer
autopsier
auvergner
avaler
avaliser
avaller
avancer
avanchier
avancier
avantager
avanter
avenger
avengier
aventurer
avérer
aveugler
aviner
aviser
avitailler
aviver
avogler
avoider
avoisiner
avorter
axer
axiomatiser
ayder
aymer
azimuter
azurer
babiller
babillier
bâcher
bachoter
bâcler
badauder
bader
badger
badigeonner
badiner
baer
baffer
bafouer
bafouiller
bagarrer
bagouler
baguer
baigner
baignier
bâiller
baillier
bâillonner
baiser
baisier
baisler
baisoter
baisser
balader
balafrer
balancer
balayer
balbutier
baleiner
baliser
baliver
baliverner
balkaniser
ballaster
baller
ballonner
balloter
ballotter
balocher
balustrer
bambocher
banaliser
bananer
bancher
bancqueter
bangnier
banquer
banqueter
baptiser
baptisier
baptizer
baptoier
baqueter
baragouiner
baraquer
barater
baratiner
baratter
barbarouffer
barbeler
barber
barbifier
barboter
barbouiller
barder
baréter
barguigner
barguignier
barioler
barouder
barrer
barricader
basaner
basculer
baser
bassiner
baster
bastionner
bastonner
batailler
bataillier
bateler
bâter
batifoler
bâtonner
batter
bauger
bauptizer
bavarder
bavardocher
bavasser
baver
bavocher
bayer
bayser
bazarder
béatifier
bêcher
bêcheveter
bécoter
becquer
becqueter
becter
bedonner
béer
bégayer
bégueter
behorder
beigner
beisier
bêler
bémoliser
bénéficier
benzoyler
béquer
béqueter
béquiller
bercer
berginiser
berner
besogner
besoinger
bessemériser
bestialiser
bêtifier
bêtiser
bétonner
beugler
beurrer
biaiser
bibeloter
biberonner
bicarbonater
bicher
bichonner
bidonner
bidouiller
biffer
bifurquer
bigarrer
bigler
bigorner
biguiner
billeter
billonner
biloquer
biner
binoter
bioaccumuler
bioconcentrer
biper
biqueter
biscuiter
biseauter
biser
bisquer
bisser
bistouiller
bistrer
bitter
bitumer
bituminer
bivouaquer
bizuter
blablater
blackbouler
blacklister
blaguer
blairer
blâmer
blanchoier
blanchoiier
blaser
blasmer
blasonner
blasphémer
blasphemer
blastengier
blatérer
blechier
blecier
bléser
blesser
bleuter
blinder
bloguer
bloquer
blouser
bluffer
bluter
bobeliner
bobiner
boiser
boiter
boitiller
bolcheviser
bombarder
bomber
bonifier
booker
border
borner
bosseler
bosser
botoxer
botter
boucaner
boucher
bouchonner
boucler
bouder
boudiner
bouéler
bouffer
bouger
bougonner
bouillaver
bouillonner
boulanger
bouler
bouleverser
boulocher
boulonner
boulotter
bouquiner
bourdonner
bourgeonner
bourlinguer
bourser
boursicoter
boursouffler
boursoufler
bousculer
bousiller
bouter
boutonner
bouturer
bouziller
boycotter
bracer
bracier
braconner
brader
brailler
bramer
brancarder
brancher
branlocher
bransler
braquer
braser
brasser
braver
brayer
breaker
bredouiller
breer
bretonner
bricoler
brider
bridger
briguer
briller
brimbaler
brimer
bringuebaler
brinquebaler
briquer
briser
brisier
brocarder
brocher
brochier
broder
broicher
broier
bromer
broncher
bronzer
brosder
brosser
brouder
brouetter
brouter
bruiner
bruisser
bruiter
bruler
brumer
bruncher
brusler
brusquer
brutaliser
bucher
buchier
budgétiser
buer
bulgariser
buller
bulletiner
buriner
buter
butiner
butter
cabasser
câbler
cabosser
caboter
cabrer
cabrioler
cacheter
cachier
cacier
cadenasser
cadencer
cadmier
cadrer
cafouiller
cafter
cagnarder
cagouler
caguer
cahoter
caillasser
cailler
cailleter
caillouter
cajoler
calcifier
calciner
calculer
caler
calfater
calfeutrer
calibrer
câliner
câlisser
calligraphier
calmer
calomnier
calquer
calunjer
cambrer
cambrioler
camer
camoufler
camper
canadianiser
canaliser
canarder
cancaner
candidater
cangier
canner
cannibaliser
canoniser
canonner
canoter
canter
cantiller
cantonner
caoutchouter
caparaçonner
caper
capitaliser
capiter
capitonner
capituler
caponner
capoter
capter
captiver
capturer
caqueter
caracoler
caractériser
caramboler
caraméliser
carapater
carboniser
carbonitrurer
carbonyler
carboxyler
carburer
carder
carencer
caréner
carer
caresser
carger
caricaturer
carier
carillonner
carnavaliser
carneter
caroler
carreler
carrer
carroyer
carter
cartographier
cartonner
cascader
caser
caserner
casquer
casser
castiller
castrer
cataloguer
catalyser
catapulter
catastropher
catcher
catéchiser
catégoriser
cauchemarder
cautériser
cauteriser
cauterizer
cautionner
cavalcader
cavaler
caviarder
caviller
céder
ceder
ceinturer
célébrer
celebrer
celer
céler
celtiser
cembler
censurer
centraliser
centrer
centupler
cercer
cercher
cerchier
cercler
cerner
cerquier
certifier
césariser
cesser
chacer
chacier
chagriner
chahuter
chaîner
chalenger
chalengier
challenger
chalonger
chalongier
chalouper
chaluter
chamailler
chambarder
chambouler
chambrer
champignonner
chanceler
changier
chansonner
chanter
chantonner
chaparder
chapeauter
chaperonner
chapitrer
chaponner
charabier
charcuter
charger
chargier
charmer
charpenter
charrier
charroyer
chasser
chastrer
châtier
chatouiller
chatoyer
châtrer
chaudronner
chaufer
chauffer
chauler
chaunger
chaunter
chausser
chavirer
checker
cheffer
cheler
cheminer
chemiser
chercher
chevalcer
chevalcher
chevalchier
chevaucher
chevauchier
chever
chevroter
chialer
chicaner
chier
chiffonner
chiffrer
chiner
chinoiser
chiper
chipoter
chiquer
chlinguer
chlorer
chloroformer
chlorurer
chocolater
chocquer
chomer
chômer
choper
chopiner
chopper
choquer
chorégraphier
chouchouter
chouraver
chourer
chouriner
choyer
christianiser
chroniquer
chronométrer
chuchoter
chuinter
chuter
cibler
cicatriser
cicatrisier
ciller
cimenter
cintrer
circonstancier
circuiter
circuler
cirer
cisailler
ciseler
citer
civiliser
clairer
claironner
clairsemer
clamecer
clamer
clamser
claper
clapoter
clapper
claquemurer
clarifier
classer
classifier
claudiquer
claustrer
clavarder
clicher
cligner
clignoter
climatiser
cliquer
cliver
cloisonner
cloitrer
cloîtrer
cloner
clopiner
cloquer
clôturer
clouer
clouter
coacher
coaguler
coaillier
coaliser
coarder
coasser
cochonner
cocoler
cocoter
cocotter
cocufier
coder
codifier
codiriger
coexister
coffrer
cofinancer
cofonder
cogérer
cogiter
cogner
cohabiter
coiffer
coincer
coïncider
cointoier
coisier
coïter
cokéfier
colchier
collaborer
collationner
collecter
collectionner
collectiviser
coller
colleter
colliger
colmater
coloniser
colorer
colorier
coloriser
colper
colporter
coltiner
coltiver
comander
comater
combiner
combler
comencer
commander
commanditer
commémorer
commencer
commenter
commercer
commercialiser
commer
commérer
commissionner
commuer
communer
communicquer
communier
communiquer
commuter
compacter
comparer
compartimenter
compasser
compassionner
compeller
compénétrer
compenser
compéter
compiler
complémenter
compléter
complexer
complexifier
complimenter
compliquer
comploter
composer
composter
compoter
comprehender
compresser
comprimer
comptabiliser
compter
compulser
computer
concasser
concaténer
concéder
conceder
conceler
concentrer
conceptualiser
concerner
concerter
concilier
concocter
concorder
concrétiser
concurrencer
condamner
condampner
condenser
condicioner
condicionner
conditionner
condoléancer
confectionner
confédérer
conférer
confermer
confesser
confier
configurer
confiner
confirmer
confisquer
confluer
conformer
conforter
confronter
congédier
congeler
congestionner
coniecturer
coniurer
conjecturer
conjuguer
conjurer
conlauder
conmenchier
connecter
connoter
conquester
conreer
consacrer
conscientiser
conseiller
conseillier
conseller
conserver
considérer
considerer
consigner
consister
consoler
consolider
consommer
conspirer
conspuer
constater
consteller
consterner
constiper
constituer
constitutionnaliser
consulter
consumer
consyderer
contacter
contaminer
contempler
conteneuriser
conter
contester
contextualiser
contingenter
continuer
contorsionner
contourner
contractualiser
contralier
contrarier
contraster
contre-attaquer
contrebalancer
contrecarrer
contregarder
contremander
contrepeser
contrepleder
contrepoiser
contrer
contreroller
contresigner
contribuer
contrister
contrôler
controverser
contusionner
conveier
conventionner
converger
converser
convicter
convier
convoier
convoiter
convoler
convoquer
convoyer
coopérer
coopter
coordonner
coorganiser
coper
copier-coller
copier
copiloter
coprécipiter
coprésider
copuler
coqueter
coraniser
corder
cordialiser
cordonner
cornériser
corneter
corouner
correcier
corréler
corriger
corroborer
corroder
corrozer
corser
corseter
cosigner
cosser
coster
costumer
côteler
coter
cotiser
côtoyer
coucher
couchier
couder
coudoyer
couiner
coulisser
counter
coupler
courbaturer
courber
couronner
courouchier
courrieller
courroucer
courrouchier
courser
courtauder
court-circuiter
courtiser
cousiner
couster
couter
coûter
couver
couvoitier
coveter
covoiter
covoitier
covoiturer
crachier
crachiner
crachoter
crachouiller
cramer
cramponner
crâner
crapahuter
craper
crapoter
craqueler
craquer
craqueter
crasher
cratériser
cravacher
cravater
crawler
crayonner
creancer
creanter
crécher
crédibiliser
créditer
crématiser
créneler
crépiter
creuser
crever
cribler
crier
criminaliser
criquer
crisper
crisser
cristalliser
critiquer
croasser
crocheter
croiser
croniquier
crooner
crosser
croster
crouler
croustiller
crouter
croûter
crucefier
crucifier
cryer
crypter
cuber
cuider
cuirasser
cuirer
cuisiner
cuiter
cuivrer
culbuter
culcher
culer
culminer
culpabiliser
cultiver
cumancier
cumander
cumencer
cumencier
cumuler
cunforter
cunquester
cunreer
cunseiler
cunseiller
cunter
curer
curuner
customiser
cuver
cuyder
cyanurer
cycliser
cylindrer
dactylographier
daguerréotyper
daigner
daller
damager
damagier
damasquiner
damner
damnifier
dampner
dancer
dancier
dandiner
danser
darder
dater
dauber
dealer
déambuler
débâcler
débagouler
débâillonner
déballer
déballonner
débander
débaptiser
debaracer
débarasser
débarbouiller
débarder
débarquer
débarrasser
débarrer
débaucher
débecter
débequeter
débiliter
débiner
déblatérer
déblayer
débloquer
débobiner
déboguer
déboiser
deboissier
déboiter
déboîter
débonder
déborder
débotter
déboucher
déboucler
débouler
déboulonner
débourser
déboussoler
débouter
déboutonner
débrailler
débrancher
débraser
débrayer
débreaker
débrider
debrisier
débrouiller
débroussailler
débusquer
débuter
décacheter
décadrer
décaféiner
décaisser
décalaminer
décalcifier
décaler
décalquer
décamper
décanter
décaper
décapitaliser
décapiter
décapoter
décapsuler
décapuchonner
décarboner
décarboxyler
décarburer
décarcasser
décéder
déceler
décélérer
décentraliser
décentrer
décérébrer
décerner
décerveler
déchainer
déchaîner
déchanter
décharger
décharner
déchausser
déchiffrer
déchiqueter
déchirer
déchristianiser
décider
déciller
décimaliser
décimer
declairer
déclamer
déclarer
déclasser
déclassifier
déclencher
décléricaliser
décliner
décliver
décloisonner
déclouer
décocher
décoder
décoiffer
décoincer
décolérer
décoller
décolléter
décoloniser
décolorer
décombrer
décommander
décommuniser
décompiler
décomposer
décompresser
décomprimer
décompter
déconcentrer
déconceptualiser
déconcerter
déconditionner
déconfessionnaliser
décongeler
décongestionner
déconnecter
déconner
déconseiller
déconsidérer
décontaminer
décontenancer
décontracter
décorder
décorer
décorner
décortiquer
découcher
découler
découper
découpler
décourager
décrasser
décrédibiliser
décréter
décrier
décrisper
décrocher
décroiser
décrotter
décrucifier
décrypter
déculotter
déculpabiliser
décupler
décuver
dédaigner
dédicacer
dédier
dédommager
dédorer
dédouaner
dédoubler
dédoublonner
dédramatiser
défalquer
défaner
défausser
défavoriser
défenestrer
déféquer
déférer
déferler
défeuiller
deffier
défibriller
défibriner
déficeler
défier
défigurer
definer
défiscaliser
déflagrer
déflater
déflorer
défocaliser
défolier
défoncer
déformer
défouler
défourner
défourrer
défragmenter
défrayer
défricher
défriper
défriser
défroisser
défroquer
défruiter
defubler
dégager
dégainer
déganter
degaster
dégausser
dégazer
dégeler
dégénérer
dégivrer
déglacer
déglinguer
dégluer
dégobiller
dégoiser
dégommer
dégonfler
dégorger
dégoter
degoter
dégotter
dégoudronner
dégouliner
dégoupiller
dégouter
dégoûter
dégoutter
dégrader
dégrafer
dégraisser
dégrayer
dégréer
dégrever
dégriffer
dégringoler
dégriser
dégrouiller
dégrouper
dégueuler
déguiser
deguiser
déguster
déhancher
déhouiller
déifier
deifier
deignier
déjanter
déjeûner
déjeusner
déjouer
déjuger
dékoulakiser
délabrer
délacer
delaier
délaisser
delaisser
delaissier
délaiter
délaminer
délasser
délaver
délayer
délecter
délégiférer
délégitimer
déléguer
délester
délibérer
deliberer
délier
délimiter
délinquer
délirer
déliter
delitier
délivrer
delivrer
délocaliser
déloger
démagnétiser
démailloter
demander
démanger
démanteler
démaquiller
démarcher
démarquer
démarrer
démasquer
démâter
dématérialiser
démêler
démembrer
déménager
demener
démener
démèner
dementer
démerder
démériter
demesler
déméthyler
demeurer
démilitariser
déminéraliser
déminer
déminuer
démissionner
démobiliser
démocratiser
démoder
démondialiser
démonétiser
démoniser
demonstrer
démonter
démontrer
démoraliser
demorer
démotiver
démouler
demourer
démoustiquer
demoustrer
dempner
démultiplier
demustrer
démyéliniser
démystifier
démythifier
dénationaliser
dénatter
dénaturer
déneiger
déniaiser
dénicher
dénier
dénigrer
déniveler
dénombrer
dénommer
dénoncer
dénoter
dénouer
dénoyauter
dénoyer
densifier
dénucléariser
dénuder
dénuer
denunchier
denuncier
déodoriser
dépanner
déparer
déparler
départager
départementaliser
dépasser
dépassionner
dépaver
dépayser
dépecer
dépêcher
depecier
dépénaliser
dépenser
depescher
dépêtrer
dépeupler
dépiauter
dépiler
dépister
dépiter
déplacer
déplier
déplorer
déployer
déplumer
dépoétiser
dépolariser
dépolluer
déporter
deporter
déposer
déposséder
dépoussiérer
dépraver
déprécier
dépresser
déprêtriser
déprimer
dépriver
déprogrammer
dépuceler
dépulper
dépurer
députer
déraciner
dérailler
deraisnier
déraisonner
déranger
déraper
dératiser
déréférencer
déréglementer
dérégler
déréguler
dérider
dériver
dermabraser
dérober
dérocher
déroger
dérouiller
dérouler
dérouter
derver
désabonner
désabuser
désaccorder
désaccoupler
désaccoutumer
désacidifier
désacraliser
désactiver
desadvouer
desaencrer
desafubler
désagrafer
desagreer
désagréger
désaimer
désaliniser
désaltérer
désamarrer
désambiguïser
désamianter
désamorcer
desancrer
désappointer
désapprouver
désarçonner
désarmer
desarmer
désarrimer
désarticuler
désassembler
désavantager
désaveugler
désavouer
désaxer
desbarater
desbaucher
desbauchier
desborder
desbuschier
desceller
deschainer
descharger
deschargier
deschaucier
deschevaler
deschevaucher
deschirer
desclamer
descloer
déscolariser
descolorer
descomforter
desconforter
desconseiller
desconter
descontinuer
descouchier
descourager
descrier
descunseillier
descupler
desdeignier
désembarquer
désembouer
désemparer
désenchanter
desenchanter
désenclaver
désencombrer
désendetter
désengager
désengorger
désenivrer
désennuyer
désensabler
désensibiliser
désenterrer
désentrelacer
déséquilibrer
deseriter
déserter
désertifier
désescalader
désespérer
déseuropéaniser
desevrer
désexciter
desfier
desfigurer
desfubler
desgorger
desguiser
desguisier
déshabiller
déshabituer
deshaitier
desheitier
désherber
desherberger
desherbergier
déshériter
desheriter
deshonnourer
déshonorer
déshumaniser
déshydrater
desieuner
designer
désigner
désiler
désillusionner
désincarcérer
désincarner
désinfecter
desinfecter
désinformer
désinsectiser
désinstaller
désintégrer
désintéresser
désintoxiquer
désirer
desirer
desirrer
désister
desjeuner
deslacer
deslacier
deslicier
deslier
desloger
deslyer
desmaillier
desmanbrer
desmanteler
desmeler
desmembrer
desmonter
desnoer
desnouer
désobliger
désodoriser
désœuvrer
désoler
désolidariser
désorber
désorganiser
désorienter
désosser
désoxyder
désoxygéner
despencer
despenser
desplacer
despleier
desploier
desploiier
desployer
despoillier
despossesser
despouiller
desprisoner
desprisonner
desprover
despuceller
desraisnier
desregler
desrengier
desrisier
desrobber
desrober
desrouter
dessaler
dessécher
desseller
desserrer
dessevrer
dessiller
dessiner
dessouder
dessouler
déstabiliser
destabler
destacher
destachier
déstaliniser
destemprer
destiner
destituer
déstocker
destorber
destorner
destourner
destrecier
déstresser
destrosser
déstructurer
desturber
désulfurer
desver
desvoier
desyrer
détailler
détaler
détapisser
détartrer
détaxer
détecter
dételer
détériorer
déterrer
détester
detester
détirer
détoner
détonner
détourner
détoxifier
détoxiquer
detranchier
detrancier
detranprer
détraquer
détremper
detrenchier
détricoter
détromper
détrôner
détrousser
dévaler
dévaliser
dévaloriser
dévaluer
devancer
dévaster
développer
dévergonder
déverminer
déverrouiller
déverser
dévider
dévier
deviner
dévirginiser
dévisager
deviser
dévisser
dévitaliser
dévoiler
dévorer
devorer
dévouer
devourer
dévoyer
dézinguer
dézipper
dézoner
dézoomer
diaboliser
diagnostiquer
dialoguer
dialyser
diamanter
diaphragmer
diaprer
dicter
diffamer
différencier
différentier
différer
differer
diffracter
diffuser
digérer
digresser
dilapider
dilater
diligenter
diluer
dimensionner
dimériser
diminuer
diner
dîner
dinguer
diplômer
diriger
discerner
discipliner
disclaimer
discréditer
discrétiser
discriminer
disculper
discusser
discutailler
discuter
disjoncter
disloquer
dismuter
disner
dispatcher
dispenser
disperser
disposer
disputer
disqualifier
disrupter
disséminer
disséquer
disserter
dissimiler
dissimuler
dissiper
dissocier
dissuader
distancer
distancier
distiller
distinguer
distribuer
disturber
divaguer
diverger
diversifier
diviner
diviniser
diviser
divorcer
divulguer
dobler
doctriner
documenter
dodeliner
dodiner
dogmatiser
doigter
doler
domestiquer
domicilier
dominer
dompter
doner
donner
doper
dorloter
doser
doter
doubler
doucher
douer
douner
douter
dracher
draguer
drainer
dramatiser
draoncler
draper
drecer
drecier
drescer
dresser
dribbler
driller
driver
droguer
droitiser
droper
dropper
drosser
dualiser
dulcifier
duner
duper
duplexer
dupliquer
durer
duter
duveter
dynamiser
dynamiter
dysfonctionner
ébarber
ébaucher
éberluer
éborgner
ébouer
ébouillanter
ébouler
ébousiner
ébouter
ébraiser
ébrancher
ébranler
ébraser
ébrécher
ébrouer
ébruiter
écabocher
écacher
écailler
écaler
écanguer
écarquiller
écarteler
écarter
échafauder
échalasser
échancrer
échanger
échantillonner
échapper
écharper
échauder
échauffer
échelonner
écher
échiner
échouer
écimer
éclabousser
éclairer
éclater
éclipser
écluser
écoeurer
écœurer
écologiser
économiser
écopaysager
écoper
écorcer
écorcher
écorner
écornifler
écosser
écouler
écourter
écouter
écrabouiller
écranter
écraser
écrémer
écrier
écrouer
écrouler
éculer
écumer
écurer
édenter
édicter
édifier
edifier
éditer
éditorialiser
édulcorer
éduquer
effacer
effarer
effaroucher
effectuer
effeuiller
effiler
effilocher
effiloquer
effleurer
effoirer
effondrer
effrayer
effreer
effriter
effroier
effronter
effroyer
égailler
égaler
égaliser
égarer
égayer
égermer
égorger
égosiller
égoutter
égrainer
égratigner
égrener
eidier
éjaculer
éjecter
élaborer
élaguer
élancer
électrifier
électriser
électrocuter
électrolyser
élever
élider
éliminer
éloigner
élucider
élucubrer
éluder
éluer
émailler
émanciper
émaner
émarger
émasculer
embabouiner
emballer
embarquer
embarrasser
embasmer
embastiller
embaucher
embaumer
embausmer
emberlificoter
embêter
emblaver
embler
embobiner
emboiter
emboîter
embosser
emboucher
embouer
embouquer
embourber
embourgeoiser
embouteiller
embouter
embracer
embrachier
embracier
embrancher
embraser
embrasser
embrayer
embrigader
embringuer
embrocher
embrouder
embrouiller
embucher
embûcher
embuignier
embuschier
embusquer
émerger
emerger
émerillonner
émerveiller
émietter
émigrer
émincer
emmagasiner
emmailloter
emmaillotter
emmancher
emmêler
emménager
emmener
emmerder
emmitoufler
emmurer
emmuseler
émonder
émousser
émoustiller
empaffer
empailler
empaler
empanacher
empapaouter
empaqueter
emparer
empâter
empaumer
empêcher
empéguer
empenser
emperler
empescher
empeser
empester
empétarder
empêtrer
empiéger
empieger
empierrer
empiéter
empiffrer
empiler
empirer
empirier
emplâtrer
emploier
emploiier
employer
empocher
empoigner
empoirier
empoisonner
empoissonner
empoizonner
emporter
empoter
empourprer
empresser
emprisonner
emproser
emprunter
émuler
émulsifier
émulsionner
enamourer
énamourer
enarmer
enbracer
enbuschier
enbuscier
encabaner
encadrer
encager
encagouler
encaisser
encapsuler
encapuchonner
encaquer
encarter
encartonner
encartoucher
encaserner
encaster
encastrer
encaustiquer
encaver
enceinter
encelluler
encenser
encerchier
encercler
enchaigner
enchainer
enchaîner
enchanter
encharger
enchargier
encharner
enchâsser
enchasser
enchatonner
enchaucer
enchaucier
enchausser
enchemiser
enchevêtrer
enchifrener
encirer
enclaver
enclencher
encliner
encloser
enclouer
encocher
encoder
encoffrer
encoller
encombrer
encomencier
encommencer
enconcher
enconner
encontrer
enconvenencier
encorager
encoragier
encorder
encorner
encoubler
encoumencer
encountrer
encourager
encrasser
encrer
encrochier
encroûter
enculer
encuntrer
encuver
endamagier
endauffer
endenter
endetter
endeuiller
endiguer
endimancher
enditer
enditier
endoctriner
endommager
endommaiger
endosser
endotriner
endurer
énergiser
énerver
enfanter
enfariner
enfaunter
enfelonner
enfermer
enferrer
enfieller
enfiévrer
enfiler
enflamer
enflammer
enfler
enfleurer
enfoirer
enfoncer
enforcier
enfourcher
enfourner
enfrener
enfumer
enfutailler
enfuter
enfûter
engager
engagier
engainer
engaller
engamer
engazonner
engendrer
engenrer
engignier
enginer
enginier
englober
engluer
engober
engoler
engorger
engouer
engouffrer
engouler
engraignier
engraisser
engranger
engraver
engrisailler
engroisser
engroissier
engueuler
enguirlander
enhabiter
enharnacher
enhaucier
enhauncer
enheriter
enhorter
enivrer
enjamber
enjôler
enjoliver
enkyster
enlacer
enlever
enliasser
enliser
enloger
enluminer
enmener
enmurer
enneiger
ennoyer
ennuager
ennuyer
enoiier
énoncer
enorer
enorter
énouer
enpirier
enpoisonner
enquester
enquêter
enquiquiner
enraciner
enrager
enragier
enrayer
enrégimenter
enregistrer
enrêner
enrhumer
enricher
enrichier
enrober
enrôler
enroller
enrouer
enrouiller
enrouler
enrubanner
ensabler
ensacher
ensaignier
ensanglanter
ensanglenter
ensauver
ensegner
enseigner
enseignier
enseler
enseller
ensemencer
enserrer
ensiler
ensimer
ensoleiller
ensorceler
entabler
entacher
entailler
entamer
entarter
entasser
entepreter
enter
entériner
enterrer
entêter
enthousiasmer
entituler
entoiler
entonner
entortiller
entourer
entourlouper
entourner
entrabrasser
entracorder
entraider
entraimer
entrainer
entraîner
entramer
entraper
entrebâiller
entrebaisier
entrechoquer
entrecroiser
entredéchirer
entredemander
entredesirer
entredonner
entreduner
entrefier
entrefraper
entrefrapper
entre-heurter
entrehurter
entrelacer
entrelarder
entre-louer
entremanecier
entremarchander
entremêler
entrempescher
entrencontrer
entreparler
entreposer
entrer
entreruyner
entretailler
entretoiser
entretuer
entroublier
entuber
énucléer
enuier
